u,i,ts,label,idx
566,1924,882426210.0,1,46690
646,1249,876532975.0,1,46691
671,1131,892685695.0,1,46692
634,1086,885604874.0,1,46693
638,1821,891449803.0,1,46694
333,1555,879438449.0,1,46695
618,1000,882670228.0,1,46696
657,1101,888528417.0,1,46697
579,980,877907157.0,1,46698
128,1125,883867920.0,1,46699
282,1038,879821193.0,1,46700
656,1925,891383561.0,1,46701
649,1160,887864414.0,1,46702
720,2060,883757874.0,1,46703
118,1218,882150192.0,1,46704
76,2260,892864707.0,1,46705
571,1587,880951784.0,1,46706
216,1389,879297867.0,1,46707
470,1209,878354681.0,1,46708
449,1241,877553813.0,1,46709
312,1424,887820761.0,1,46710
497,1548,883876370.0,1,46711
559,1472,881651434.0,1,46712
677,1028,878760041.0,1,46713
721,1496,883710598.0,1,46714
599,1261,888451750.0,1,46715
98,1367,886453169.0,1,46716
670,1186,892549292.0,1,46717
20,1265,892334577.0,1,46718
642,2514,889077115.0,1,46719
342,1446,884900976.0,1,46720
631,1431,877018059.0,1,46721
389,1739,891038371.0,1,46722
31,1218,882075386.0,1,46723
443,953,887660440.0,1,46724
65,1047,879987397.0,1,46725
27,1057,888803051.0,1,46726
560,995,880485052.0,1,46727
645,1069,884368538.0,1,46728
498,1205,883702120.0,1,46729
577,1329,890024117.0,1,46730
588,1706,875660295.0,1,46731
422,1100,882385243.0,1,46732
176,1750,874951658.0,1,46733
464,964,875981503.0,1,46734
599,2181,888451977.0,1,46735
314,1611,885047223.0,1,46736
651,2515,888474934.0,1,46737
334,1692,891034115.0,1,46738
435,1191,880141528.0,1,46739
517,1027,884323426.0,1,46740
604,1511,880404693.0,1,46741
443,994,882377861.0,1,46742
66,1593,875653519.0,1,46743
19,1478,874805927.0,1,46744
701,1404,889489465.0,1,46745
640,950,876695216.0,1,46746
571,2161,880952165.0,1,46747
55,1226,879877127.0,1,46748
224,1101,878944379.0,1,46749
407,1436,881107817.0,1,46750
500,1054,887839745.0,1,46751
131,1294,880937630.0,1,46752
435,1144,880140466.0,1,46753
588,1117,875659943.0,1,46754
676,987,884312731.0,1,46755
695,1189,893140897.0,1,46756
557,972,885809223.0,1,46757
422,1079,882385293.0,1,46758
661,1264,884294329.0,1,46759
560,1157,881179362.0,1,46760
719,1817,891280842.0,1,46761
121,1359,879456507.0,1,46762
318,945,877196819.0,1,46763
36,1290,878961542.0,1,46764
573,1309,879964159.0,1,46765
529,1228,879455792.0,1,46766
644,1450,892053456.0,1,46767
686,1135,875482336.0,1,46768
685,973,879546715.0,1,46769
88,1400,886988631.0,1,46770
510,1249,885062332.0,1,46771
117,1299,874953595.0,1,46772
633,1121,885666740.0,1,46773
725,1834,893286638.0,1,46774
16,1095,879543375.0,1,46775
653,1367,875148196.0,1,46776
651,1487,887429875.0,1,46777
706,951,874957113.0,1,46778
295,1183,893097024.0,1,46779
59,1984,882396984.0,1,46780
392,1511,877398856.0,1,46781
583,1429,891031203.0,1,46782
607,1224,891636073.0,1,46783
619,1224,890517503.0,1,46784
727,1186,879443265.0,1,46785
273,1435,879303468.0,1,46786
454,1796,882397177.0,1,46787
118,1266,882153987.0,1,46788
249,1112,891029993.0,1,46789
62,1218,883696547.0,1,46790
539,1376,886533002.0,1,46791
647,998,891381709.0,1,46792
650,1591,884405616.0,1,46793
193,2064,890632896.0,1,46794
394,1131,875063649.0,1,46795
623,1347,879531397.0,1,46796
587,1002,879438972.0,1,46797
702,1689,877325838.0,1,46798
609,1968,891307931.0,1,46799
410,1759,876696739.0,1,46800
610,1072,879464556.0,1,46801
394,2169,875063722.0,1,46802
645,1170,884881837.0,1,46803
419,1080,879435503.0,1,46804
431,1164,879441978.0,1,46805
99,1725,884029309.0,1,46806
558,967,880506863.0,1,46807
443,1431,887660504.0,1,46808
660,968,884239123.0,1,46809
577,1545,890015580.0,1,46810
557,1738,885809897.0,1,46811
686,2135,875483114.0,1,46812
604,1375,880405395.0,1,46813
655,1165,891200388.0,1,46814
449,1557,877553108.0,1,46815
59,1781,882398327.0,1,46816
480,1534,883531466.0,1,46817
650,1117,878855211.0,1,46818
456,1040,886395963.0,1,46819
675,1817,888517097.0,1,46820
679,1297,893284184.0,1,46821
403,946,885547690.0,1,46822
405,1126,884630974.0,1,46823
540,1101,879898617.0,1,46824
42,2108,884112627.0,1,46825
34,993,884238778.0,1,46826
462,1056,875291902.0,1,46827
403,2516,885549635.0,1,46828
36,1364,878961781.0,1,46829
659,1105,878090054.0,1,46830
422,1129,882384772.0,1,46831
687,1150,884153712.0,1,46832
547,1074,892775389.0,1,46833
676,1347,884488260.0,1,46834
59,1365,882396914.0,1,46835
101,1454,891446873.0,1,46836
66,1960,875656121.0,1,46837
650,2020,878866475.0,1,46838
69,950,888906193.0,1,46839
566,1667,882426719.0,1,46840
208,1350,880149045.0,1,46841
111,954,875742866.0,1,46842
584,1446,879641787.0,1,46843
709,1194,879797303.0,1,46844
323,1962,875650329.0,1,46845
479,1033,879874582.0,1,46846
655,1184,891200014.0,1,46847
118,1612,882150193.0,1,46848
12,1367,877531975.0,1,46849
568,975,879195081.0,1,46850
394,1204,885350132.0,1,46851
531,1808,879191265.0,1,46852
44,2036,884924001.0,1,46853
653,1656,875145667.0,1,46854
709,1631,879796942.0,1,46855
612,1324,879447556.0,1,46856
697,1923,886286057.0,1,46857
713,1039,885767555.0,1,46858
146,1576,889127270.0,1,46859
566,1045,882426869.0,1,46860
181,1545,891298592.0,1,46861
517,1164,884634968.0,1,46862
451,1534,879111422.0,1,46863
203,952,880485402.0,1,46864
432,1721,887772060.0,1,46865
12,1993,889652221.0,1,46866
403,1664,885547360.0,1,46867
129,1440,879454977.0,1,46868
418,1574,890346705.0,1,46869
675,2401,888521942.0,1,46870
721,1170,883712430.0,1,46871
134,1294,877820240.0,1,46872
651,1303,888474357.0,1,46873
577,1459,890032056.0,1,46874
585,1029,882607647.0,1,46875
584,1539,879642274.0,1,46876
455,1100,881373228.0,1,46877
680,1039,875542868.0,1,46878
20,1725,892334976.0,1,46879
451,1241,879111123.0,1,46880
477,1188,879461651.0,1,46881
325,1435,891044134.0,1,46882
635,1973,882904537.0,1,46883
464,1357,875979187.0,1,46884
241,1351,879880055.0,1,46885
721,1282,883712913.0,1,46886
638,1307,891450240.0,1,46887
312,1751,887737629.0,1,46888
545,1016,885139693.0,1,46889
189,1274,879547440.0,1,46890
154,978,874786016.0,1,46891
696,1286,891398726.0,1,46892
385,1622,880089037.0,1,46893
182,1844,880581817.0,1,46894
601,1058,891957012.0,1,46895
623,1444,879530042.0,1,46896
350,1625,883356784.0,1,46897
675,958,888522699.0,1,46898
275,1119,875458970.0,1,46899
721,2119,883709009.0,1,46900
635,1344,882903044.0,1,46901
454,1359,882395916.0,1,46902
16,1246,879485221.0,1,46903
728,1371,875242990.0,1,46904
265,1471,877891426.0,1,46905
677,1027,878760164.0,1,46906
84,1500,885848707.0,1,46907
653,1330,875148196.0,1,46908
435,1772,880139951.0,1,46909
422,1009,882385859.0,1,46910
162,985,877136711.0,1,46911
349,1025,891217340.0,1,46912
413,1040,891035617.0,1,46913
544,1663,891044304.0,1,46914
672,1030,887763035.0,1,46915
544,1148,891415465.0,1,46916
704,2145,883589693.0,1,46917
635,1080,882903250.0,1,46918
566,1299,882426508.0,1,46919
709,1014,879796354.0,1,46920
543,1487,877545717.0,1,46921
691,1347,875726886.0,1,46922
92,1308,879967197.0,1,46923
414,1214,879646369.0,1,46924
82,1100,880235381.0,1,46925
258,992,881198246.0,1,46926
352,1443,884289728.0,1,46927
472,956,889387931.0,1,46928
105,1062,891388090.0,1,46929
557,1727,885809752.0,1,46930
631,1301,877018347.0,1,46931
663,1455,889500835.0,1,46932
55,1791,879877127.0,1,46933
606,1213,888702795.0,1,46934
249,1552,891013013.0,1,46935
502,1642,885135881.0,1,46936
77,1552,879161554.0,1,46937
106,1116,888068289.0,1,46938
505,1544,875309231.0,1,46939
23,1927,889503856.0,1,46940
24,1419,887738191.0,1,46941
535,1179,886030652.0,1,46942
340,1362,876404689.0,1,46943
627,1183,880117513.0,1,46944
714,1026,877139638.0,1,46945
342,1371,884994592.0,1,46946
715,1294,892777619.0,1,46947
703,1415,879847946.0,1,46948
603,1198,880923988.0,1,46949
433,1101,877225570.0,1,46950
709,1690,879797152.0,1,46951
613,1758,891224864.0,1,46952
234,1249,881679988.0,1,46953
147,1304,875075887.0,1,46954
629,1289,879459544.0,1,46955
163,1398,889908947.0,1,46956
684,1047,876676501.0,1,46957
392,1380,877398898.0,1,46958
577,1368,890026009.0,1,46959
653,1002,875145493.0,1,46960
206,1708,891702422.0,1,46961
704,1262,879993728.0,1,46962
76,1211,890780547.0,1,46963
661,1164,884294771.0,1,46964
101,1459,891447409.0,1,46965
578,1341,892871503.0,1,46966
585,1118,882955613.0,1,46967
144,1311,879283798.0,1,46968
624,1097,891032433.0,1,46969
477,1545,879461492.0,1,46970
160,1038,879465631.0,1,46971
661,978,884294671.0,1,46972
468,1301,887915221.0,1,46973
319,1039,887916324.0,1,46974
627,1396,880117534.0,1,46975
646,1204,876534275.0,1,46976
9,968,886323153.0,1,46977
422,1171,882384896.0,1,46978
647,1412,891389237.0,1,46979
716,1371,884715103.0,1,46980
709,2095,879795071.0,1,46981
571,1220,880952142.0,1,46982
74,1089,879362233.0,1,46983
659,1864,878091912.0,1,46984
556,1579,879975485.0,1,46985
340,1133,876404464.0,1,46986
462,1352,875287686.0,1,46987
101,1404,891447280.0,1,46988
487,961,878953129.0,1,46989
581,1143,891285491.0,1,46990
645,1642,884882987.0,1,46991
697,1251,886286133.0,1,46992
616,954,885953805.0,1,46993
645,950,884796886.0,1,46994
651,1274,887564614.0,1,46995
194,1083,888625754.0,1,46996
615,1045,883354940.0,1,46997
391,1600,881058969.0,1,46998
244,996,879441491.0,1,46999
527,1455,882534996.0,1,47000
591,1612,881262557.0,1,47001
485,1299,875427629.0,1,47002
677,1021,875811158.0,1,47003
677,1307,878762183.0,1,47004
505,2060,885180909.0,1,47005
170,1573,888105197.0,1,47006
706,1361,874956872.0,1,47007
532,1457,879617574.0,1,47008
706,1653,874956543.0,1,47009
487,1022,878953862.0,1,47010
704,1092,886030557.0,1,47011
566,1073,882426998.0,1,47012
65,1122,879987148.0,1,47013
721,1520,883713257.0,1,47014
401,1224,891402757.0,1,47015
729,1261,875350456.0,1,47016
547,1722,892784199.0,1,47017
645,1084,882211301.0,1,47018
609,1473,891309756.0,1,47019
700,1768,888805836.0,1,47020
522,1150,883248222.0,1,47021
462,1030,875280214.0,1,47022
597,1408,876348316.0,1,47023
493,1432,891293771.0,1,47024
535,1637,886030891.0,1,47025
120,966,892910796.0,1,47026
691,1033,875727640.0,1,47027
95,1639,890687304.0,1,47028
454,1426,882396602.0,1,47029
656,1380,891331916.0,1,47030
411,1904,889679683.0,1,47031
265,1147,877888855.0,1,47032
367,1591,880392936.0,1,47033
484,1261,884131314.0,1,47034
647,1379,891384328.0,1,47035
161,1101,884104016.0,1,47036
385,1203,880165664.0,1,47037
638,1391,891449848.0,1,47038
712,1331,884900234.0,1,47039
695,2134,884152976.0,1,47040
95,1362,890687642.0,1,47041
684,1064,876676433.0,1,47042
464,1740,875981624.0,1,47043
176,1744,874951416.0,1,47044
695,1125,878882272.0,1,47045
73,1030,891903836.0,1,47046
473,1512,878156824.0,1,47047
214,1021,879634264.0,1,47048
638,1998,891448630.0,1,47049
578,1695,892871141.0,1,47050
661,1133,884292654.0,1,47051
449,1307,877561956.0,1,47052
609,1413,891308791.0,1,47053
603,1501,880926339.0,1,47054
20,1160,892078837.0,1,47055
570,1282,880475363.0,1,47056
386,1052,891192949.0,1,47057
729,1573,892957752.0,1,47058
332,1522,891268976.0,1,47059
566,1832,882425701.0,1,47060
227,1654,884366137.0,1,47061
537,1998,884046888.0,1,47062
671,1158,892685657.0,1,47063
463,1352,890284706.0,1,47064
669,1642,884036411.0,1,47065
334,966,891033794.0,1,47066
645,1739,884796652.0,1,47067
616,1343,885954053.0,1,47068
50,1435,876533229.0,1,47069
577,1269,890014591.0,1,47070
721,1040,883711240.0,1,47071
555,1135,891034003.0,1,47072
443,1603,887834823.0,1,47073
162,1292,877136737.0,1,47074
466,1344,877385457.0,1,47075
714,1055,877147872.0,1,47076
226,1304,879434252.0,1,47077
384,1085,877655028.0,1,47078
619,1253,874965208.0,1,47079
676,1184,884486812.0,1,47080
480,968,883443504.0,1,47081
500,1367,887838869.0,1,47082
557,1132,885808766.0,1,47083
636,1326,886474493.0,1,47084
468,1041,887915784.0,1,47085
375,1251,880740495.0,1,47086
683,1191,881177430.0,1,47087
592,1753,880952357.0,1,47088
697,1043,886286433.0,1,47089
669,1163,884035939.0,1,47090
196,1746,889656113.0,1,47091
651,1126,887429594.0,1,47092
332,1204,891359250.0,1,47093
477,1475,879460354.0,1,47094
455,1633,881372191.0,1,47095
609,1084,891307494.0,1,47096
494,1295,881957054.0,1,47097
539,1272,886533142.0,1,47098
159,1057,876956360.0,1,47099
462,1315,875280309.0,1,47100
651,1893,887432283.0,1,47101
455,1083,887165395.0,1,47102
634,2220,886132043.0,1,47103
580,1249,884057661.0,1,47104
138,1309,876964936.0,1,47105
264,2003,875028165.0,1,47106
325,1045,891045082.0,1,47107
645,1145,882212651.0,1,47108
545,1249,885141260.0,1,47109
375,1764,880962215.0,1,47110
655,1272,891201796.0,1,47111
712,1235,888454637.0,1,47112
9,1596,886307828.0,1,47113
336,975,874984261.0,1,47114
349,1000,891217547.0,1,47115
340,1778,876407663.0,1,47116
410,2221,893213019.0,1,47117
196,1165,889655662.0,1,47118
71,1218,877562973.0,1,47119
505,1601,875462466.0,1,47120
477,1179,879460939.0,1,47121
656,1598,891383674.0,1,47122
334,1669,891033629.0,1,47123
543,949,875665787.0,1,47124
594,996,874781076.0,1,47125
461,1085,879532565.0,1,47126
659,1183,876524474.0,1,47127
462,1198,875287686.0,1,47128
500,1355,887839081.0,1,47129
412,1320,888627138.0,1,47130
417,1622,879744143.0,1,47131
81,1409,891385652.0,1,47132
685,1377,879546497.0,1,47133
475,1182,891208520.0,1,47134
154,1046,874785551.0,1,47135
158,968,884732808.0,1,47136
708,2456,888881939.0,1,47137
585,1539,882608357.0,1,47138
629,1001,879459003.0,1,47139
651,2517,887427083.0,1,47140
486,1967,891445439.0,1,47141
662,1353,880313523.0,1,47142
226,1160,879434723.0,1,47143
730,996,878708646.0,1,47144
479,2478,879874417.0,1,47145
724,1101,891262762.0,1,47146
97,1292,879790741.0,1,47147
547,1552,892775584.0,1,47148
500,977,887909839.0,1,47149
567,955,879795581.0,1,47150
122,1702,877125390.0,1,47151
36,2205,878962006.0,1,47152
731,1175,891022704.0,1,47153
38,1036,874791236.0,1,47154
253,1304,886047292.0,1,47155
170,1184,888105254.0,1,47156
577,1706,890025621.0,1,47157
159,1381,876956419.0,1,47158
727,1591,879443291.0,1,47159
649,1350,887863914.0,1,47160
542,992,891282681.0,1,47161
334,2245,891034592.0,1,47162
636,1745,874778568.0,1,47163
227,1375,884365406.0,1,47164
276,1059,885593812.0,1,47165
687,1218,884153750.0,1,47166
100,1344,883449965.0,1,47167
55,1246,879876564.0,1,47168
418,1414,878738757.0,1,47169
501,1089,889334477.0,1,47170
505,1295,875311225.0,1,47171
135,1463,891632347.0,1,47172
240,1967,883463275.0,1,47173
543,1663,887912223.0,1,47174
517,967,884627463.0,1,47175
702,1122,877325316.0,1,47176
403,1293,885548048.0,1,47177
447,1500,875277472.0,1,47178
605,1054,883879442.0,1,47179
96,1725,878768765.0,1,47180
635,969,882905182.0,1,47181
647,2059,891369620.0,1,47182
669,1300,884035685.0,1,47183
367,1458,883627129.0,1,47184
429,1338,884132230.0,1,47185
366,1880,879434999.0,1,47186
56,1487,881109148.0,1,47187
435,1237,880143263.0,1,47188
535,2003,886029806.0,1,47189
553,1042,883425652.0,1,47190
495,1894,882995826.0,1,47191
517,1036,884636596.0,1,47192
410,1286,893214041.0,1,47193
42,1147,884113806.0,1,47194
367,1125,880394301.0,1,47195
697,1602,886289521.0,1,47196
706,1833,874956384.0,1,47197
48,1566,882827043.0,1,47198
196,968,889655571.0,1,47199
651,1796,887428559.0,1,47200
533,1475,882319003.0,1,47201
531,1280,887032276.0,1,47202
714,2047,877137214.0,1,47203
694,984,891446679.0,1,47204
656,1000,891384973.0,1,47205
474,1315,879178406.0,1,47206
418,1037,890347085.0,1,47207
653,1144,875148196.0,1,47208
675,1119,888516814.0,1,47209
650,1014,880152426.0,1,47210
163,1375,889908630.0,1,47211
534,1042,885682006.0,1,47212
24,1377,887738893.0,1,47213
663,1220,886841685.0,1,47214
198,1016,881200264.0,1,47215
543,945,887912238.0,1,47216
557,1318,885809426.0,1,47217
603,1806,878143729.0,1,47218
443,947,882377358.0,1,47219
312,1494,887819582.0,1,47220
47,1573,885679833.0,1,47221
388,1554,889731465.0,1,47222
182,1400,880572756.0,1,47223
343,2135,875264262.0,1,47224
239,993,884584688.0,1,47225
543,1277,874864347.0,1,47226
693,1301,883427012.0,1,47227
555,1165,891035708.0,1,47228
693,1105,883427663.0,1,47229
693,1627,883427932.0,1,47230
38,2518,877934446.0,1,47231
524,948,885761690.0,1,47232
651,1360,887430830.0,1,47233
632,1470,891239638.0,1,47234
63,1689,891549876.0,1,47235
609,1382,891309091.0,1,47236
609,1639,891309266.0,1,47237
185,1384,889181015.0,1,47238
700,1029,888806270.0,1,47239
647,956,891369924.0,1,47240
405,1328,879446268.0,1,47241
163,1148,889907711.0,1,47242
204,2047,887938392.0,1,47243
438,1282,883390083.0,1,47244
441,1679,878856394.0,1,47245
389,1786,891037385.0,1,47246
365,1123,877099352.0,1,47247
18,958,879528342.0,1,47248
577,1118,890015500.0,1,47249
342,1187,884900448.0,1,47250
463,1300,890284706.0,1,47251
14,1745,887737171.0,1,47252
641,1644,878878901.0,1,47253
210,1101,891271308.0,1,47254
454,1377,882397411.0,1,47255
280,1880,883498756.0,1,47256
140,1144,877665324.0,1,47257
249,1415,891016193.0,1,47258
246,1434,891042883.0,1,47259
572,1455,891279012.0,1,47260
634,1416,885603566.0,1,47261
99,1488,883955387.0,1,47262
587,1431,879439645.0,1,47263
651,1315,888893279.0,1,47264
721,1382,883711240.0,1,47265
732,1097,880310426.0,1,47266
180,1264,890118228.0,1,47267
687,992,884153712.0,1,47268
544,2103,891044049.0,1,47269
501,1123,889333508.0,1,47270
479,1795,879874112.0,1,47271
109,1228,875536591.0,1,47272
733,1195,881277690.0,1,47273
493,996,891376029.0,1,47274
298,1695,888333194.0,1,47275
19,1589,875086308.0,1,47276
76,1469,875296696.0,1,47277
395,1100,882512214.0,1,47278
531,1727,879191652.0,1,47279
214,1795,879633600.0,1,47280
390,1042,879433164.0,1,47281
689,1089,886367366.0,1,47282
143,1101,891374675.0,1,47283
541,1187,879787770.0,1,47284
127,1333,879454419.0,1,47285
618,1222,882591687.0,1,47286
4,1008,880606274.0,1,47287
95,1273,890687472.0,1,47288
686,1200,875483301.0,1,47289
88,1804,886987417.0,1,47290
570,1126,880474338.0,1,47291
71,1628,881060823.0,1,47292
287,1294,875140740.0,1,47293
143,1339,891374832.0,1,47294
626,1641,891263822.0,1,47295
685,1800,879547043.0,1,47296
455,1347,881372052.0,1,47297
675,1727,888517986.0,1,47298
91,1233,891724122.0,1,47299
697,1800,886285824.0,1,47300
42,1194,884113368.0,1,47301
464,1280,875979082.0,1,47302
675,1546,888521116.0,1,47303
418,1056,878738245.0,1,47304
716,1083,884642133.0,1,47305
448,1006,881959698.0,1,47306
221,1157,877556926.0,1,47307
122,1371,878104486.0,1,47308
647,1179,891381546.0,1,47309
224,1222,878946133.0,1,47310
709,1247,879795949.0,1,47311
447,1724,885816769.0,1,47312
388,1450,887746091.0,1,47313
686,1484,875482912.0,1,47314
650,1116,880152843.0,1,47315
386,1204,891192778.0,1,47316
549,1880,879948655.0,1,47317
557,1232,885807429.0,1,47318
647,973,891369890.0,1,47319
403,2457,885549407.0,1,47320
570,1066,880475043.0,1,47321
650,1183,878867272.0,1,47322
612,1286,879449164.0,1,47323
631,1275,877974690.0,1,47324
633,1172,885667660.0,1,47325
593,1074,883352535.0,1,47326
577,1551,890029445.0,1,47327
634,2209,885603932.0,1,47328
603,1684,880926018.0,1,47329
31,1152,882076558.0,1,47330
537,1905,883865317.0,1,47331
59,1309,882141336.0,1,47332
286,1626,884495001.0,1,47333
130,968,879524151.0,1,47334
709,1684,879796914.0,1,47335
370,1103,880056073.0,1,47336
440,1021,891199906.0,1,47337
570,1333,880474257.0,1,47338
559,1023,881651013.0,1,47339
84,1534,885849087.0,1,47340
523,1291,886101976.0,1,47341
12,1179,877533887.0,1,47342
520,955,884476320.0,1,47343
596,1088,888957735.0,1,47344
607,1158,891636073.0,1,47345
410,1087,893213019.0,1,47346
183,1808,889739318.0,1,47347
88,1382,886988937.0,1,47348
693,1448,883428154.0,1,47349
505,1566,875463551.0,1,47350
552,956,876231802.0,1,47351
634,1155,886130929.0,1,47352
130,1345,879524713.0,1,47353
655,1086,891201069.0,1,47354
728,1039,875242281.0,1,47355
69,1303,888905865.0,1,47356
620,1057,883668261.0,1,47357
620,1094,883668175.0,1,47358
632,1663,891238514.0,1,47359
535,1491,886030622.0,1,47360
689,1054,886367473.0,1,47361
407,2023,881107155.0,1,47362
588,991,877728878.0,1,47363
588,1066,875671226.0,1,47364
714,1290,877137285.0,1,47365
688,1767,882622208.0,1,47366
128,1876,883868208.0,1,47367
701,1290,889488548.0,1,47368
523,1305,886101652.0,1,47369
580,1476,884062742.0,1,47370
618,1161,882669740.0,1,47371
531,1217,882902988.0,1,47372
651,1614,890497653.0,1,47373
38,958,874796373.0,1,47374
56,1171,881108346.0,1,47375
535,982,886031178.0,1,47376
529,1221,879455961.0,1,47377
669,1080,884035939.0,1,47378
537,1519,883874834.0,1,47379
662,1808,880314500.0,1,47380
506,1032,883767704.0,1,47381
407,1038,881109175.0,1,47382
704,1030,876185920.0,1,47383
709,1806,879793376.0,1,47384
714,1384,877147675.0,1,47385
681,1353,879789278.0,1,47386
20,1413,892335707.0,1,47387
634,968,885603565.0,1,47388
674,1315,889399402.0,1,47389
533,975,882360029.0,1,47390
39,2281,891352778.0,1,47391
472,1211,889388357.0,1,47392
651,1379,891585450.0,1,47393
141,1231,891543156.0,1,47394
448,2002,888015988.0,1,47395
650,1402,880153740.0,1,47396
24,1047,887741795.0,1,47397
496,1445,891185170.0,1,47398
688,1805,882622016.0,1,47399
662,1198,880139090.0,1,47400
734,1101,881005590.0,1,47401
403,2300,885546835.0,1,47402
39,1951,891352864.0,1,47403
448,1308,888267315.0,1,47404
33,1198,880474235.0,1,47405
36,1790,878963121.0,1,47406
697,2519,886287353.0,1,47407
84,2124,885848997.0,1,47408
314,1020,885046977.0,1,47409
410,1078,876699839.0,1,47410
494,1471,881961689.0,1,47411
551,955,882157224.0,1,47412
326,954,891544764.0,1,47413
77,1218,879161675.0,1,47414
735,1593,884315066.0,1,47415
702,968,877325375.0,1,47416
449,1958,877562135.0,1,47417
651,1678,887428184.0,1,47418
676,1221,884486904.0,1,47419
69,1347,888905198.0,1,47420
326,1738,891548295.0,1,47421
385,1148,879915726.0,1,47422
702,1287,892718896.0,1,47423
200,1119,883245452.0,1,47424
472,1145,889396615.0,1,47425
420,994,879439610.0,1,47426
535,1289,886031720.0,1,47427
675,1242,888517364.0,1,47428
249,1434,891032028.0,1,47429
597,1352,876348820.0,1,47430
571,1175,880951783.0,1,47431
20,1105,892078837.0,1,47432
531,1021,879193048.0,1,47433
455,1053,881374522.0,1,47434
547,1557,892783142.0,1,47435
53,1442,888205145.0,1,47436
651,1373,887429077.0,1,47437
445,1371,882892818.0,1,47438
679,1195,893286207.0,1,47439
648,1083,880126473.0,1,47440
526,1119,887049081.0,1,47441
38,1005,874792692.0,1,47442
699,1899,884652144.0,1,47443
206,1253,891700818.0,1,47444
68,1014,886472713.0,1,47445
145,1286,875240090.0,1,47446
81,1811,891383753.0,1,47447
529,1082,879455765.0,1,47448
21,2126,874781037.0,1,47449
498,1297,883701792.0,1,47450
505,1298,875463595.0,1,47451
527,1888,882535466.0,1,47452
634,1160,885602656.0,1,47453
417,1039,875129692.0,1,47454
340,1153,876402941.0,1,47455
60,1092,879023131.0,1,47456
537,1340,883865394.0,1,47457
642,1304,889076364.0,1,47458
633,1390,885666875.0,1,47459
454,1211,882393937.0,1,47460
173,1283,888640104.0,1,47461
567,1083,880559356.0,1,47462
492,1191,879362683.0,1,47463
562,1467,888730658.0,1,47464
458,1101,879561574.0,1,47465
90,949,879376327.0,1,47466
704,1555,879992407.0,1,47467
400,2020,883765731.0,1,47468
461,987,879532164.0,1,47469
403,2430,885548384.0,1,47470
478,1151,891195179.0,1,47471
38,1454,874787150.0,1,47472
431,1311,879444081.0,1,47473
706,996,874729901.0,1,47474
76,1738,890451408.0,1,47475
497,1069,883873811.0,1,47476
651,2459,887476999.0,1,47477
104,1135,878955534.0,1,47478
709,1494,879795467.0,1,47479
16,1027,879467639.0,1,47480
707,1228,875964655.0,1,47481
336,1177,875318606.0,1,47482
344,1308,881652610.0,1,47483
577,1320,890014887.0,1,47484
662,1037,880139205.0,1,47485
566,1674,882426021.0,1,47486
283,1807,881547766.0,1,47487
663,956,876013121.0,1,47488
669,1097,875389187.0,1,47489
656,1472,891387054.0,1,47490
407,1909,881107697.0,1,47491
167,2520,882126156.0,1,47492
709,1064,879795375.0,1,47493
431,1259,879442006.0,1,47494
349,1646,891306852.0,1,47495
697,965,886287662.0,1,47496
349,974,891216607.0,1,47497
33,1084,880474799.0,1,47498
402,1475,879790319.0,1,47499
152,1275,880133920.0,1,47500
693,1058,883428084.0,1,47501
520,1311,884477585.0,1,47502
600,1591,879424743.0,1,47503
532,1259,879619176.0,1,47504
533,1175,882360929.0,1,47505
249,1123,891014697.0,1,47506
333,1233,879437522.0,1,47507
490,1173,888634536.0,1,47508
736,1132,879535559.0,1,47509
212,1596,888513026.0,1,47510
731,1191,891022938.0,1,47511
163,1384,889913687.0,1,47512
497,1797,883877001.0,1,47513
41,1187,885328991.0,1,47514
16,1743,879544080.0,1,47515
737,1398,880123572.0,1,47516
56,1469,881105766.0,1,47517
145,1689,874954814.0,1,47518
429,1300,884131356.0,1,47519
234,1403,880485344.0,1,47520
429,1236,884133223.0,1,47521
119,1674,875072547.0,1,47522
111,1040,875309430.0,1,47523
111,1567,875745728.0,1,47524
635,1689,882905573.0,1,47525
543,1613,874863550.0,1,47526
85,1119,875320112.0,1,47527
730,2360,878709365.0,1,47528
550,1626,879221683.0,1,47529
196,1452,889656132.0,1,47530
651,1935,887428772.0,1,47531
89,1937,884304896.0,1,47532
100,1600,883452516.0,1,47533
659,1133,876525044.0,1,47534
731,1424,891023086.0,1,47535
116,1521,891377540.0,1,47536
649,1171,887864757.0,1,47537
19,2330,875086766.0,1,47538
520,1153,884475973.0,1,47539
119,1129,878543541.0,1,47540
472,1819,889397582.0,1,47541
708,2285,888882133.0,1,47542
117,2168,876250805.0,1,47543
398,1241,876266826.0,1,47544
353,1826,880356025.0,1,47545
349,1142,891216692.0,1,47546
480,1128,884806595.0,1,47547
650,1543,880150330.0,1,47548
81,1518,891383173.0,1,47549
11,1666,879372060.0,1,47550
620,1114,883667946.0,1,47551
704,2050,879991762.0,1,47552
714,1016,877136967.0,1,47553
375,1052,880961718.0,1,47554
281,1004,892389137.0,1,47555
391,1415,880886821.0,1,47556
717,1469,883348912.0,1,47557
403,1432,885544739.0,1,47558
489,1147,879541207.0,1,47559
671,1403,892685803.0,1,47560
354,1291,891494905.0,1,47561
640,973,876695627.0,1,47562
647,975,891369798.0,1,47563
702,1804,892719007.0,1,47564
651,1239,887426900.0,1,47565
683,1501,881177532.0,1,47566
702,2021,892719101.0,1,47567
455,973,881373473.0,1,47568
